Magnetic_Field_Strength,Gradient_Strength,RF_Power,Pulse_Sequence,Scan_Duration,Time,label,parameter
3,30,59,3,42,1,Not malfunction,parameters are working correctly
2,18,163,1,55,3,Not malfunction,parameters are working correctly
3,10,95,5,34,5,Not malfunction,parameters are working correctly
2,17,23,3,85,8,Malfunction,Scan_Duration
1,17,70,2,54,2,Not malfunction,parameters are working correctly
2,20,151,5,40,2,Not malfunction,parameters are working correctly
4,20,184,2,43,10,Malfunction,Magnetic_Field_Strength
1,39,123,1,17,7,Malfunction,Gradient_Strength
2,19,83,2,71,7,Malfunction,Scan_Duration
2,12,111,2,39,5,Not malfunction,parameters are working correctly
2,22,156,6,48,9,Malfunction,Pulse_Sequence
2,18,98,8,34,7,Malfunction,Pulse_Sequence
2,29,157,2,47,4,Not malfunction,parameters are working correctly
2,27,112,3,83,7,Malfunction,Scan_Duration
2,40,166,1,36,6,Malfunction,Gradient_Strength
2,17,156,1,37,5,Not malfunction,parameters are working correctly
2,28,84,1,59,3,Not malfunction,parameters are working correctly
1,18,221,3,48,7,Malfunction,RF_Power
2,19,132,7,37,8,Malfunction,Pulse_Sequence
1,18,84,6,37,8,Malfunction,Pulse_Sequence
1,25,105,4,27,3,Not malfunction,parameters are working correctly
2,23,188,2,23,1,Not malfunction,parameters are working correctly
2,18,126,3,72,10,Malfunction,Scan_Duration
2,19,139,4,39,5,Not malfunction,parameters are working correctly
2,35,110,2,28,10,Malfunction,Gradient_Strength
2,8,217,3,51,10,Malfunction,RF_Power
2,10,84,5,19,2,Not malfunction,parameters are working correctly
2,19,77,4,42,3,Not malfunction,parameters are working correctly
1,14,109,1,30,2,Not malfunction,parameters are working correctly
2,20,97,4,45,5,Not malfunction,parameters are working correctly
2,17,104,1,37,3,Not malfunction,parameters are working correctly
1,21,62,2,70,6,Malfunction,Scan_Duration
1,40,101,2,40,8,Malfunction,Gradient_Strength
3,16,66,2,28,1,Not malfunction,parameters are working correctly
2,23,145,1,34,2,Not malfunction,parameters are working correctly
3,10,78,4,29,5,Not malfunction,parameters are working correctly
5,24,93,2,20,8,Malfunction,Magnetic_Field_Strength
2,18,152,1,88,6,Malfunction,Scan_Duration
5,17,143,0,25,10,Malfunction,Magnetic_Field_Strength
1,16,212,4,42,9,Malfunction,RF_Power
1,18,126,2,27,2,Not malfunction,parameters are working correctly
1,27,128,2,82,8,Malfunction,Scan_Duration
1,11,158,4,53,3,Not malfunction,parameters are working correctly
3,21,75,4,43,5,Not malfunction,parameters are working correctly
2,37,129,3,21,7,Malfunction,Gradient_Strength
3,23,122,1,58,1,Not malfunction,parameters are working correctly
3,29,122,3,43,3,Not malfunction,parameters are working correctly
2,15,223,4,42,9,Malfunction,RF_Power
2,16,242,3,43,6,Malfunction,RF_Power
2,24,166,4,45,3,Not malfunction,parameters are working correctly
2,25,139,2,80,6,Malfunction,Scan_Duration
2,18,216,2,39,7,Malfunction,RF_Power
2,18,140,1,41,1,Not malfunction,parameters are working correctly
1,10,155,2,60,3,Not malfunction,parameters are working correctly
3,25,128,5,48,4,Not malfunction,parameters are working correctly
1,22,99,3,60,2,Not malfunction,parameters are working correctly
1,10,133,3,36,4,Not malfunction,parameters are working correctly
2,25,109,5,34,1,Not malfunction,parameters are working correctly
1,12,90,5,43,1,Not malfunction,parameters are working correctly
2,16,127,5,46,4,Not malfunction,parameters are working correctly
2,20,246,1,32,10,Malfunction,RF_Power
3,16,56,2,40,5,Not malfunction,parameters are working correctly
2,15,243,1,31,9,Malfunction,RF_Power
2,23,118,4,15,1,Not malfunction,parameters are working correctly
2,22,199,2,80,10,Malfunction,Scan_Duration
1,16,107,1,77,6,Malfunction,Scan_Duration
1,12,87,3,39,1,Not malfunction,parameters are working correctly
3,14,85,1,37,5,Not malfunction,parameters are working correctly
1,28,141,2,44,2,Not malfunction,parameters are working correctly
5,18,103,1,44,10,Malfunction,Magnetic_Field_Strength
3,11,68,3,21,3,Not malfunction,parameters are working correctly
2,38,110,1,33,8,Malfunction,Gradient_Strength
2,10,135,6,42,6,Malfunction,Pulse_Sequence
2,25,127,2,54,4,Not malfunction,parameters are working correctly
1,22,149,2,84,10,Malfunction,Scan_Duration
2,40,210,2,33,7,Malfunction,Gradient_Strength
2,21,214,3,36,6,Malfunction,RF_Power
3,24,66,3,48,1,Not malfunction,parameters are working correctly
2,13,218,2,47,9,Malfunction,RF_Power
2,14,141,1,55,2,Not malfunction,parameters are working correctly
2,17,214,3,25,8,Malfunction,RF_Power
2,17,71,4,18,3,Not malfunction,parameters are working correctly
3,23,71,3,20,2,Not malfunction,parameters are working correctly
3,22,98,2,23,3,Not malfunction,parameters are working correctly
2,16,141,8,35,10,Malfunction,Pulse_Sequence
2,35,113,3,47,9,Malfunction,Gradient_Strength
2,26,167,5,22,4,Not malfunction,parameters are working correctly
1,35,124,4,35,6,Malfunction,Gradient_Strength
3,12,194,4,21,5,Not malfunction,parameters are working correctly
1,24,142,2,48,2,Not malfunction,parameters are working correctly
2,23,67,2,74,7,Malfunction,Scan_Duration
2,22,106,4,27,1,Not malfunction,parameters are working correctly
1,38,186,3,45,8,Malfunction,Gradient_Strength
3,12,127,5,30,4,Not malfunction,parameters are working correctly
1,25,94,2,76,7,Malfunction,Scan_Duration
4,16,134,1,25,7,Malfunction,Magnetic_Field_Strength
2,12,91,4,33,1,Not malfunction,parameters are working correctly
2,20,153,2,70,8,Malfunction,Scan_Duration
1,36,124,1,29,9,Malfunction,Gradient_Strength
1,21,86,8,59,6,Malfunction,Pulse_Sequence
2,26,172,2,19,5,Not malfunction,parameters are working correctly
1,28,92,1,33,2,Not malfunction,parameters are working correctly
1,26,112,3,26,1,Not malfunction,parameters are working correctly
1,21,162,5,37,2,Not malfunction,parameters are working correctly
3,13,162,1,15,4,Not malfunction,parameters are working correctly
2,10,155,3,42,4,Not malfunction,parameters are working correctly
6,18,89,5,39,6,Malfunction,Magnetic_Field_Strength
3,17,124,4,32,3,Not malfunction,parameters are working correctly
3,30,136,5,30,3,Not malfunction,parameters are working correctly
2,36,124,1,56,8,Malfunction,Gradient_Strength
2,38,142,3,32,6,Malfunction,Gradient_Strength
1,24,128,6,17,6,Malfunction,Pulse_Sequence
1,28,151,3,43,5,Not malfunction,parameters are working correctly
1,23,232,0,45,10,Malfunction,RF_Power
3,26,75,2,52,4,Not malfunction,parameters are working correctly
3,18,169,1,36,3,Not malfunction,parameters are working correctly
2,38,105,3,33,7,Malfunction,Gradient_Strength
2,40,161,1,24,6,Malfunction,Gradient_Strength
3,16,153,2,26,4,Not malfunction,parameters are working correctly
2,14,106,1,57,4,Not malfunction,parameters are working correctly
1,29,79,1,26,5,Not malfunction,parameters are working correctly
3,28,133,3,23,5,Not malfunction,parameters are working correctly
2,38,104,3,33,7,Malfunction,Gradient_Strength
1,12,80,1,53,3,Not malfunction,parameters are working correctly
1,12,156,2,41,3,Not malfunction,parameters are working correctly
1,14,97,1,30,4,Not malfunction,parameters are working correctly
1,13,80,5,31,5,Not malfunction,parameters are working correctly
4,27,139,2,28,10,Malfunction,Magnetic_Field_Strength
1,15,103,3,71,6,Malfunction,Scan_Duration
3,12,56,5,53,2,Not malfunction,parameters are working correctly
2,16,237,2,15,7,Malfunction,RF_Power
2,20,242,2,48,6,Malfunction,RF_Power
1,33,235,3,34,9,Malfunction,RF_Power
2,14,116,1,57,1,Not malfunction,parameters are working correctly
2,37,166,3,35,6,Malfunction,Gradient_Strength
1,25,244,4,28,6,Malfunction,RF_Power
2,11,91,1,50,4,Not malfunction,parameters are working correctly
1,36,175,4,28,7,Malfunction,Gradient_Strength
2,16,188,4,29,1,Not malfunction,parameters are working correctly
6,14,96,3,48,10,Malfunction,Magnetic_Field_Strength
1,17,86,6,54,6,Malfunction,Pulse_Sequence
5,23,146,1,10,10,Malfunction,Magnetic_Field_Strength
1,13,70,2,55,3,Not malfunction,parameters are working correctly
3,24,120,4,58,2,Not malfunction,parameters are working correctly
2,23,156,5,18,5,Not malfunction,parameters are working correctly
1,20,230,3,44,9,Malfunction,RF_Power
2,10,86,7,42,7,Malfunction,Pulse_Sequence
2,16,224,3,45,6,Malfunction,RF_Power
2,10,124,4,77,6,Malfunction,Scan_Duration
1,30,118,2,27,4,Not malfunction,parameters are working correctly
2,22,134,2,40,2,Not malfunction,parameters are working correctly
4,27,126,3,47,10,Malfunction,Magnetic_Field_Strength
3,10,176,2,45,4,Not malfunction,parameters are working correctly
2,38,161,3,46,7,Malfunction,Gradient_Strength
1,27,102,1,34,4,Not malfunction,parameters are working correctly
1,10,213,2,29,9,Malfunction,RF_Power
1,20,98,4,20,2,Not malfunction,parameters are working correctly
1,24,108,3,80,6,Malfunction,Scan_Duration
2,20,145,8,44,6,Malfunction,Pulse_Sequence
2,19,170,1,43,3,Not malfunction,parameters are working correctly
1,26,78,3,60,5,Not malfunction,parameters are working correctly
2,18,142,1,75,9,Malfunction,Scan_Duration
2,17,89,6,26,10,Malfunction,Pulse_Sequence
1,38,152,2,40,9,Malfunction,Gradient_Strength
1,23,130,5,87,6,Malfunction,Scan_Duration
1,17,214,2,31,8,Malfunction,RF_Power
5,18,110,3,50,6,Malfunction,Magnetic_Field_Strength
1,26,101,3,34,5,Not malfunction,parameters are working correctly
2,40,97,3,32,10,Malfunction,Gradient_Strength
6,18,64,2,37,7,Malfunction,Magnetic_Field_Strength
1,19,124,1,33,3,Not malfunction,parameters are working correctly
3,10,121,4,25,5,Not malfunction,parameters are working correctly
1,26,148,4,21,4,Not malfunction,parameters are working correctly
1,14,175,1,33,5,Not malfunction,parameters are working correctly
3,15,141,2,36,4,Not malfunction,parameters are working correctly
1,19,108,2,20,1,Not malfunction,parameters are working correctly
1,18,57,4,60,1,Not malfunction,parameters are working correctly
1,13,56,4,27,4,Not malfunction,parameters are working correctly
2,12,95,2,15,3,Not malfunction,parameters are working correctly
1,23,140,7,40,9,Malfunction,Pulse_Sequence
1,26,131,3,43,2,Not malfunction,parameters are working correctly
1,16,150,8,51,10,Malfunction,Pulse_Sequence
6,20,101,2,29,10,Malfunction,Magnetic_Field_Strength
2,28,164,8,43,9,Malfunction,Pulse_Sequence
2,18,178,3,75,10,Malfunction,Scan_Duration
1,20,137,3,81,9,Malfunction,Scan_Duration
2,18,99,7,46,9,Malfunction,Pulse_Sequence
3,21,54,4,36,2,Not malfunction,parameters are working correctly
1,30,172,5,16,3,Not malfunction,parameters are working correctly
3,11,180,4,57,4,Not malfunction,parameters are working correctly
5,20,135,2,30,10,Malfunction,Magnetic_Field_Strength
3,24,195,3,43,4,Not malfunction,parameters are working correctly
2,25,240,0,43,8,Malfunction,RF_Power
1,13,68,4,27,4,Not malfunction,parameters are working correctly
2,26,124,3,59,2,Not malfunction,parameters are working correctly
2,30,181,4,34,2,Not malfunction,parameters are working correctly
2,21,210,2,30,10,Malfunction,RF_Power
1,35,129,1,41,10,Malfunction,Gradient_Strength
3,12,171,2,35,5,Not malfunction,parameters are working correctly
6,12,155,5,29,7,Malfunction,Magnetic_Field_Strength
2,26,143,3,87,6,Malfunction,Scan_Duration
3,13,140,3,29,2,Not malfunction,parameters are working correctly
1,17,92,4,33,2,Not malfunction,parameters are working correctly
6,26,121,2,31,7,Malfunction,Magnetic_Field_Strength
1,29,151,7,32,7,Malfunction,Pulse_Sequence
6,17,201,4,49,6,Malfunction,Magnetic_Field_Strength
3,18,78,2,52,5,Not malfunction,parameters are working correctly
2,7,155,2,80,6,Malfunction,Scan_Duration
3,14,90,2,23,2,Not malfunction,parameters are working correctly
1,17,145,6,42,6,Malfunction,Pulse_Sequence
4,11,149,2,36,8,Malfunction,Magnetic_Field_Strength
1,37,173,2,31,10,Malfunction,Gradient_Strength
1,25,95,2,83,9,Malfunction,Scan_Duration
2,39,82,1,36,10,Malfunction,Gradient_Strength
1,20,134,4,51,1,Not malfunction,parameters are working correctly
2,21,68,6,36,10,Malfunction,Pulse_Sequence
1,19,99,3,83,10,Malfunction,Scan_Duration
1,12,114,7,38,7,Malfunction,Pulse_Sequence
2,38,91,3,29,6,Malfunction,Gradient_Strength
2,23,83,3,60,5,Not malfunction,parameters are working correctly
1,23,141,2,83,10,Malfunction,Scan_Duration
3,30,98,4,26,2,Not malfunction,parameters are working correctly
2,28,144,3,60,3,Not malfunction,parameters are working correctly
3,20,214,2,47,10,Malfunction,RF_Power
6,13,104,3,36,10,Malfunction,Magnetic_Field_Strength
2,25,222,4,46,10,Malfunction,RF_Power
1,17,84,2,79,6,Malfunction,Scan_Duration
1,40,159,4,36,6,Malfunction,Gradient_Strength
2,39,116,2,16,8,Malfunction,Gradient_Strength
1,16,112,3,33,3,Not malfunction,parameters are working correctly
1,22,110,7,36,7,Malfunction,Pulse_Sequence
1,22,85,3,81,7,Malfunction,Scan_Duration
3,28,134,1,35,2,Not malfunction,parameters are working correctly
1,13,137,3,60,2,Not malfunction,parameters are working correctly
3,19,121,5,30,5,Not malfunction,parameters are working correctly
2,16,126,2,78,7,Malfunction,Scan_Duration
1,30,181,1,53,5,Not malfunction,parameters are working correctly
2,11,99,3,48,2,Not malfunction,parameters are working correctly
6,28,121,2,39,6,Malfunction,Magnetic_Field_Strength
1,15,54,8,30,6,Malfunction,Pulse_Sequence
1,37,106,5,10,8,Malfunction,Gradient_Strength
6,17,129,3,40,9,Malfunction,Magnetic_Field_Strength
5,18,133,2,22,10,Malfunction,Magnetic_Field_Strength
2,23,248,2,33,8,Malfunction,RF_Power
1,23,230,2,43,7,Malfunction,RF_Power
1,39,170,2,57,9,Malfunction,Gradient_Strength
2,16,134,5,50,5,Not malfunction,parameters are working correctly
5,20,145,1,37,6,Malfunction,Magnetic_Field_Strength
2,16,154,3,90,10,Malfunction,Scan_Duration
3,11,191,3,29,4,Not malfunction,parameters are working correctly
5,25,146,2,41,10,Malfunction,Magnetic_Field_Strength
2,24,61,5,38,5,Not malfunction,parameters are working correctly
2,39,179,3,37,10,Malfunction,Gradient_Strength
2,21,116,1,51,5,Not malfunction,parameters are working correctly
4,5,129,3,30,9,Malfunction,Magnetic_Field_Strength
3,14,63,3,59,3,Not malfunction,parameters are working correctly
2,24,232,3,37,7,Malfunction,RF_Power
1,28,124,2,33,1,Not malfunction,parameters are working correctly
1,15,118,4,70,10,Malfunction,Scan_Duration
1,21,150,8,50,7,Malfunction,Pulse_Sequence
1,10,57,3,34,5,Not malfunction,parameters are working correctly
1,11,83,1,22,4,Not malfunction,parameters are working correctly
1,14,121,0,82,7,Malfunction,Scan_Duration
2,18,85,1,19,1,Not malfunction,parameters are working correctly
4,28,78,4,42,7,Malfunction,Magnetic_Field_Strength
3,27,176,5,29,5,Not malfunction,parameters are working correctly
2,12,93,4,41,1,Not malfunction,parameters are working correctly
3,22,94,3,23,1,Not malfunction,parameters are working correctly
1,39,126,2,34,10,Malfunction,Gradient_Strength
1,21,139,1,44,5,Not malfunction,parameters are working correctly
1,14,173,4,56,2,Not malfunction,parameters are working correctly
0,39,114,0,39,8,Malfunction,Gradient_Strength
3,19,129,1,18,1,Not malfunction,parameters are working correctly
2,10,180,1,56,5,Not malfunction,parameters are working correctly
2,40,82,2,35,9,Malfunction,Gradient_Strength
1,22,90,1,39,5,Not malfunction,parameters are working correctly
3,26,163,2,56,4,Not malfunction,parameters are working correctly
3,28,129,5,36,5,Not malfunction,parameters are working correctly
2,38,96,3,22,8,Malfunction,Gradient_Strength
2,17,200,1,24,5,Not malfunction,parameters are working correctly
2,16,68,3,77,6,Malfunction,Scan_Duration
3,16,178,2,33,2,Not malfunction,parameters are working correctly
1,16,193,6,55,9,Malfunction,Pulse_Sequence
1,19,149,2,30,2,Not malfunction,parameters are working correctly
1,20,215,3,36,6,Malfunction,RF_Power
1,23,92,3,22,1,Not malfunction,parameters are working correctly
3,13,195,5,46,5,Not malfunction,parameters are working correctly
2,22,144,2,75,6,Malfunction,Scan_Duration
3,16,119,4,44,3,Not malfunction,parameters are working correctly
1,18,84,2,50,5,Not malfunction,parameters are working correctly
1,26,183,3,23,3,Not malfunction,parameters are working correctly
1,17,38,7,38,9,Malfunction,Pulse_Sequence
2,17,248,3,43,10,Malfunction,RF_Power
2,21,53,4,41,4,Not malfunction,parameters are working correctly
3,29,152,1,42,5,Not malfunction,parameters are working correctly
2,38,102,4,51,9,Malfunction,Gradient_Strength
1,20,112,4,76,8,Malfunction,Scan_Duration
1,27,126,2,70,10,Malfunction,Scan_Duration
1,35,125,0,52,8,Malfunction,Gradient_Strength
5,19,175,3,47,8,Malfunction,Magnetic_Field_Strength
1,17,175,3,35,4,Not malfunction,parameters are working correctly
1,13,243,1,9,7,Malfunction,RF_Power
1,18,136,1,57,4,Not malfunction,parameters are working correctly
2,21,96,0,86,9,Malfunction,Scan_Duration
2,24,245,2,36,8,Malfunction,RF_Power
2,29,190,4,48,1,Not malfunction,parameters are working correctly
3,10,194,2,44,1,Not malfunction,parameters are working correctly
1,20,85,2,74,7,Malfunction,Scan_Duration
3,18,194,4,23,5,Not malfunction,parameters are working correctly
1,40,160,2,41,9,Malfunction,Gradient_Strength
2,23,185,3,33,4,Not malfunction,parameters are working correctly
1,19,53,4,75,9,Malfunction,Scan_Duration
3,30,137,1,33,3,Not malfunction,parameters are working correctly
6,17,151,2,26,7,Malfunction,Magnetic_Field_Strength
3,23,160,3,35,1,Not malfunction,parameters are working correctly
2,20,216,3,28,10,Malfunction,RF_Power
6,20,89,3,43,6,Malfunction,Magnetic_Field_Strength
2,19,167,2,83,6,Malfunction,Scan_Duration
2,21,197,2,74,6,Malfunction,Scan_Duration
4,18,95,2,46,6,Malfunction,Magnetic_Field_Strength
3,29,69,4,50,5,Not malfunction,parameters are working correctly
1,17,112,6,39,8,Malfunction,Pulse_Sequence
2,15,133,1,21,4,Not malfunction,parameters are working correctly
2,27,232,4,42,6,Malfunction,RF_Power
1,22,159,1,37,1,Not malfunction,parameters are working correctly
1,28,148,3,19,2,Not malfunction,parameters are working correctly
2,26,174,4,44,4,Not malfunction,parameters are working correctly
2,40,69,2,41,9,Malfunction,Gradient_Strength
6,30,187,0,40,10,Malfunction,Magnetic_Field_Strength
2,22,186,3,27,1,Not malfunction,parameters are working correctly
