Heart_Rate,Blood_Pressure_Systolic,Blood_Pressure_Diastolic,Oxygen_Saturation,Temperature,Time,label,parameter
82,147,76,96,36,10,Malfunction,Blood_Pressure_Systolic
96,100,63,86,36,9,Malfunction,Oxygen_Saturation
81,107,61,95,37,1,Not malfunction,parameters are working correctly
126,94,69,95,36,8,Malfunction,Heart_Rate
61,98,64,88,36,10,Malfunction,Oxygen_Saturation
62,108,86,96,36,8,Malfunction,Blood_Pressure_Diastolic
78,98,70,95,37,5,Not malfunction,parameters are working correctly
71,146,72,94,36,7,Malfunction,Blood_Pressure_Systolic
94,93,68,95,36,2,Not malfunction,parameters are working correctly
124,96,73,101,36,7,Malfunction,Heart_Rate
83,98,69,85,36,10,Malfunction,Oxygen_Saturation
95,120,68,100,36,4,Not malfunction,parameters are working correctly
66,118,72,96,37,3,Not malfunction,parameters are working correctly
82,109,81,85,36,9,Malfunction,Oxygen_Saturation
120,113,64,97,36,10,Malfunction,Heart_Rate
92,112,69,99,36,1,Not malfunction,parameters are working correctly
75,106,72,88,36,7,Malfunction,Oxygen_Saturation
97,97,73,100,37,3,Not malfunction,parameters are working correctly
92,120,80,99,36,2,Not malfunction,parameters are working correctly
79,94,77,99,37,3,Not malfunction,parameters are working correctly
74,132,76,98,36,10,Malfunction,Blood_Pressure_Systolic
76,118,72,86,36,8,Malfunction,Oxygen_Saturation
96,120,67,97,36,3,Not malfunction,parameters are working correctly
63,102,71,96,37,3,Not malfunction,parameters are working correctly
77,100,76,97,38,9,Malfunction,Temperature
67,99,71,85,36,9,Malfunction,Oxygen_Saturation
83,119,66,100,37,5,Not malfunction,parameters are working correctly
77,113,68,87,36,8,Malfunction,Oxygen_Saturation
87,115,62,97,40,10,Malfunction,Temperature
93,111,72,89,36,9,Malfunction,Oxygen_Saturation
76,119,76,99,36,5,Not malfunction,parameters are working correctly
85,94,94,99,36,8,Malfunction,Blood_Pressure_Diastolic
72,97,67,85,36,9,Malfunction,Oxygen_Saturation
72,102,69,96,36,1,Not malfunction,parameters are working correctly
80,96,71,100,36,1,Not malfunction,parameters are working correctly
70,130,69,97,36,7,Malfunction,Blood_Pressure_Systolic
67,99,60,98,36,3,Not malfunction,parameters are working correctly
119,105,73,98,36,9,Malfunction,Heart_Rate
68,99,94,97,36,9,Malfunction,Blood_Pressure_Diastolic
76,103,70,87,36,6,Malfunction,Oxygen_Saturation
80,110,66,99,36,3,Not malfunction,parameters are working correctly
69,138,63,97,36,6,Malfunction,Blood_Pressure_Systolic
81,107,94,98,36,10,Malfunction,Blood_Pressure_Diastolic
86,136,61,97,36,9,Malfunction,Blood_Pressure_Systolic
94,119,80,96,36,5,Not malfunction,parameters are working correctly
120,98,71,97,36,7,Malfunction,Heart_Rate
101,107,90,96,36,8,Malfunction,Blood_Pressure_Diastolic
114,114,73,98,36,6,Malfunction,Heart_Rate
85,117,61,98,37,5,Not malfunction,parameters are working correctly
74,120,79,96,37,3,Not malfunction,parameters are working correctly
80,110,67,98,40,6,Malfunction,Temperature
64,115,81,96,38,8,Malfunction,Temperature
62,103,94,96,36,10,Malfunction,Blood_Pressure_Diastolic
85,92,87,96,36,9,Malfunction,Blood_Pressure_Diastolic
84,90,65,97,37,5,Not malfunction,parameters are working correctly
71,94,64,96,38,6,Malfunction,Temperature
91,109,91,97,36,8,Malfunction,Blood_Pressure_Diastolic
72,116,74,99,36,1,Not malfunction,parameters are working correctly
93,110,86,99,36,8,Malfunction,Blood_Pressure_Diastolic
65,103,78,99,37,1,Not malfunction,parameters are working correctly
84,146,71,96,36,7,Malfunction,Blood_Pressure_Systolic
83,150,79,98,36,8,Malfunction,Blood_Pressure_Systolic
129,108,71,96,36,10,Malfunction,Heart_Rate
88,115,74,97,39,6,Malfunction,Temperature
75,108,72,85,36,9,Malfunction,Oxygen_Saturation
75,111,87,98,36,6,Malfunction,Blood_Pressure_Diastolic
61,139,73,97,36,10,Malfunction,Blood_Pressure_Systolic
76,100,67,97,39,9,Malfunction,Temperature
88,97,71,89,36,7,Malfunction,Oxygen_Saturation
123,97,71,97,36,8,Malfunction,Heart_Rate
83,105,72,90,36,8,Malfunction,Oxygen_Saturation
94,112,64,95,36,2,Not malfunction,parameters are working correctly
83,116,76,97,36,1,Not malfunction,parameters are working correctly
92,95,60,87,36,10,Malfunction,Oxygen_Saturation
86,107,85,97,36,10,Malfunction,Blood_Pressure_Diastolic
93,110,75,95,36,5,Not malfunction,parameters are working correctly
69,93,61,97,37,3,Not malfunction,parameters are working correctly
85,100,69,96,37,5,Not malfunction,parameters are working correctly
77,114,72,100,36,5,Not malfunction,parameters are working correctly
84,95,89,96,36,6,Malfunction,Blood_Pressure_Diastolic
74,110,85,98,36,6,Malfunction,Blood_Pressure_Diastolic
112,101,64,96,36,6,Malfunction,Heart_Rate
81,95,66,99,37,3,Not malfunction,parameters are working correctly
90,140,74,99,36,7,Malfunction,Blood_Pressure_Systolic
85,90,72,99,37,3,Not malfunction,parameters are working correctly
83,111,88,97,36,8,Malfunction,Blood_Pressure_Diastolic
81,120,61,97,37,3,Not malfunction,parameters are working correctly
121,101,82,96,36,7,Malfunction,Heart_Rate
94,102,72,96,36,4,Not malfunction,parameters are working correctly
112,118,68,100,36,6,Malfunction,Heart_Rate
83,150,59,96,36,9,Malfunction,Blood_Pressure_Systolic
70,119,68,98,36,1,Not malfunction,parameters are working correctly
83,112,67,88,36,9,Malfunction,Oxygen_Saturation
77,136,68,97,36,8,Malfunction,Blood_Pressure_Systolic
66,104,64,95,36,3,Not malfunction,parameters are working correctly
79,120,70,97,36,3,Not malfunction,parameters are working correctly
83,103,71,86,36,6,Malfunction,Oxygen_Saturation
117,94,66,97,36,7,Malfunction,Heart_Rate
88,106,77,95,37,3,Not malfunction,parameters are working correctly
79,104,71,99,36,3,Not malfunction,parameters are working correctly
78,101,87,98,36,7,Malfunction,Blood_Pressure_Diastolic
71,105,70,86,36,8,Malfunction,Oxygen_Saturation
68,100,65,97,38,6,Malfunction,Temperature
86,107,85,98,36,6,Malfunction,Blood_Pressure_Diastolic
91,105,56,96,38,7,Malfunction,Temperature
72,114,65,95,36,3,Not malfunction,parameters are working correctly
76,115,67,100,37,1,Not malfunction,parameters are working correctly
70,96,70,97,36,5,Not malfunction,parameters are working correctly
77,107,93,98,36,10,Malfunction,Blood_Pressure_Diastolic
64,114,74,97,37,5,Not malfunction,parameters are working correctly
63,108,62,96,37,5,Not malfunction,parameters are working correctly
75,106,71,87,36,9,Malfunction,Oxygen_Saturation
92,102,94,96,36,7,Malfunction,Blood_Pressure_Diastolic
64,102,68,99,36,1,Not malfunction,parameters are working correctly
66,98,61,99,37,2,Not malfunction,parameters are working correctly
78,137,73,98,37,9,Malfunction,Blood_Pressure_Systolic
77,118,65,89,36,10,Malfunction,Oxygen_Saturation
90,93,86,97,36,7,Malfunction,Blood_Pressure_Diastolic
73,113,71,98,37,2,Not malfunction,parameters are working correctly
115,95,71,96,36,9,Malfunction,Heart_Rate
71,109,63,100,36,4,Not malfunction,parameters are working correctly
81,108,90,97,36,7,Malfunction,Blood_Pressure_Diastolic
76,102,63,99,37,5,Not malfunction,parameters are working correctly
95,102,63,95,38,7,Malfunction,Temperature
119,101,71,97,36,7,Malfunction,Heart_Rate
85,97,80,98,37,4,Not malfunction,parameters are working correctly
81,91,80,99,36,2,Not malfunction,parameters are working correctly
60,96,61,95,37,3,Not malfunction,parameters are working correctly
74,91,73,95,36,4,Not malfunction,parameters are working correctly
115,111,67,97,36,9,Malfunction,Heart_Rate
69,99,69,86,36,6,Malfunction,Oxygen_Saturation
74,119,80,95,36,3,Not malfunction,parameters are working correctly
73,114,78,97,36,2,Not malfunction,parameters are working correctly
72,103,60,95,37,2,Not malfunction,parameters are working correctly
71,95,69,96,36,4,Not malfunction,parameters are working correctly
62,95,77,95,37,3,Not malfunction,parameters are working correctly
70,144,78,99,36,6,Malfunction,Blood_Pressure_Systolic
73,102,77,100,37,4,Not malfunction,parameters are working correctly
61,106,91,98,36,9,Malfunction,Blood_Pressure_Diastolic
91,112,77,96,36,3,Not malfunction,parameters are working correctly
99,99,65,98,36,2,Not malfunction,parameters are working correctly
92,120,69,100,36,5,Not malfunction,parameters are working correctly
69,96,69,96,36,1,Not malfunction,parameters are working correctly
73,118,94,98,36,10,Malfunction,Blood_Pressure_Diastolic
77,119,69,99,37,3,Not malfunction,parameters are working correctly
75,117,79,99,38,10,Malfunction,Temperature
88,101,73,97,37,4,Not malfunction,parameters are working correctly
78,102,73,86,36,9,Malfunction,Oxygen_Saturation
94,95,68,96,36,1,Not malfunction,parameters are working correctly
68,95,68,100,36,2,Not malfunction,parameters are working correctly
70,101,76,97,36,2,Not malfunction,parameters are working correctly
79,90,70,85,36,10,Malfunction,Oxygen_Saturation
79,148,70,95,36,9,Malfunction,Blood_Pressure_Systolic
71,94,78,95,36,1,Not malfunction,parameters are working correctly
72,99,65,97,38,7,Malfunction,Temperature
97,106,86,95,36,10,Malfunction,Blood_Pressure_Diastolic
83,96,60,97,38,10,Malfunction,Temperature
77,143,66,98,36,10,Malfunction,Blood_Pressure_Systolic
77,116,64,98,36,3,Not malfunction,parameters are working correctly
95,108,72,99,37,1,Not malfunction,parameters are working correctly
72,94,72,98,37,4,Not malfunction,parameters are working correctly
80,106,80,95,37,3,Not malfunction,parameters are working correctly
128,97,71,96,36,7,Malfunction,Heart_Rate
94,104,73,99,36,3,Not malfunction,parameters are working correctly
89,101,66,90,36,7,Malfunction,Oxygen_Saturation
81,142,73,99,37,6,Malfunction,Blood_Pressure_Systolic
100,106,75,96,36,3,Not malfunction,parameters are working correctly
92,105,69,97,39,7,Malfunction,Temperature
89,141,66,98,36,8,Malfunction,Blood_Pressure_Systolic
82,120,75,100,37,2,Not malfunction,parameters are working correctly
66,109,63,98,36,3,Not malfunction,parameters are working correctly
84,87,66,89,36,8,Malfunction,Oxygen_Saturation
88,102,75,97,36,4,Not malfunction,parameters are working correctly
118,84,73,97,36,10,Malfunction,Heart_Rate
93,91,75,99,36,4,Not malfunction,parameters are working correctly
76,133,78,99,36,6,Malfunction,Blood_Pressure_Systolic
59,142,69,95,36,7,Malfunction,Blood_Pressure_Systolic
65,118,77,96,37,1,Not malfunction,parameters are working correctly
83,102,69,97,37,4,Not malfunction,parameters are working correctly
121,112,75,98,36,10,Malfunction,Heart_Rate
72,138,77,99,36,8,Malfunction,Blood_Pressure_Systolic
125,112,73,98,36,7,Malfunction,Heart_Rate
69,98,68,98,36,1,Not malfunction,parameters are working correctly
69,91,70,100,37,5,Not malfunction,parameters are working correctly
82,104,68,97,37,2,Not malfunction,parameters are working correctly
81,102,65,87,36,7,Malfunction,Oxygen_Saturation
70,103,63,88,36,9,Malfunction,Oxygen_Saturation
73,93,69,98,37,5,Not malfunction,parameters are working correctly
80,113,72,97,37,2,Not malfunction,parameters are working correctly
90,137,69,97,36,7,Malfunction,Blood_Pressure_Systolic
73,98,71,88,36,7,Malfunction,Oxygen_Saturation
66,95,69,97,36,4,Not malfunction,parameters are working correctly
126,96,69,96,36,9,Malfunction,Heart_Rate
83,150,71,97,36,8,Malfunction,Blood_Pressure_Systolic
80,115,76,99,36,2,Not malfunction,parameters are working correctly
95,90,75,98,37,4,Not malfunction,parameters are working correctly
67,106,61,97,40,6,Malfunction,Temperature
77,139,64,97,36,7,Malfunction,Blood_Pressure_Systolic
70,130,69,96,37,8,Malfunction,Blood_Pressure_Systolic
97,94,64,96,39,8,Malfunction,Temperature
77,96,73,97,36,2,Not malfunction,parameters are working correctly
73,101,75,100,37,3,Not malfunction,parameters are working correctly
99,90,66,96,37,2,Not malfunction,parameters are working correctly
68,93,63,97,36,1,Not malfunction,parameters are working correctly
63,101,89,96,36,8,Malfunction,Blood_Pressure_Diastolic
75,139,68,97,36,6,Malfunction,Blood_Pressure_Systolic
74,116,67,88,36,7,Malfunction,Oxygen_Saturation
99,93,63,95,36,1,Not malfunction,parameters are working correctly
61,94,73,100,37,3,Not malfunction,parameters are working correctly
74,107,92,98,36,9,Malfunction,Blood_Pressure_Diastolic
110,112,67,98,36,7,Malfunction,Heart_Rate
81,99,65,100,38,9,Malfunction,Temperature
95,108,69,87,36,7,Malfunction,Oxygen_Saturation
74,99,72,97,37,3,Not malfunction,parameters are working correctly
99,102,71,87,36,6,Malfunction,Oxygen_Saturation
77,108,60,95,37,4,Not malfunction,parameters are working correctly
80,112,87,98,36,8,Malfunction,Blood_Pressure_Diastolic
91,110,63,97,36,4,Not malfunction,parameters are working correctly
92,103,64,87,36,9,Malfunction,Oxygen_Saturation
99,93,64,99,37,1,Not malfunction,parameters are working correctly
76,113,72,99,37,1,Not malfunction,parameters are working correctly
74,97,78,88,36,10,Malfunction,Oxygen_Saturation
92,94,74,95,37,5,Not malfunction,parameters are working correctly
73,108,64,100,36,4,Not malfunction,parameters are working correctly
111,103,67,97,36,9,Malfunction,Heart_Rate
87,137,68,98,36,8,Malfunction,Blood_Pressure_Systolic
90,82,73,86,36,7,Malfunction,Oxygen_Saturation
72,100,68,98,38,6,Malfunction,Temperature
68,111,68,85,36,6,Malfunction,Oxygen_Saturation
78,90,65,95,37,3,Not malfunction,parameters are working correctly
100,115,72,97,37,3,Not malfunction,parameters are working correctly
81,103,72,89,36,7,Malfunction,Oxygen_Saturation
85,143,61,97,36,9,Malfunction,Blood_Pressure_Systolic
61,114,72,99,37,3,Not malfunction,parameters are working correctly
67,110,77,95,36,3,Not malfunction,parameters are working correctly
71,106,61,98,36,3,Not malfunction,parameters are working correctly
120,112,70,96,36,6,Malfunction,Heart_Rate
91,117,64,98,36,3,Not malfunction,parameters are working correctly
60,100,75,98,36,2,Not malfunction,parameters are working correctly
70,146,73,98,36,8,Malfunction,Blood_Pressure_Systolic
125,92,74,96,36,7,Malfunction,Heart_Rate
95,116,65,100,36,1,Not malfunction,parameters are working correctly
76,97,77,99,36,2,Not malfunction,parameters are working correctly
75,108,72,96,36,1,Not malfunction,parameters are working correctly
64,115,61,97,37,3,Not malfunction,parameters are working correctly
76,143,72,99,36,9,Malfunction,Blood_Pressure_Systolic
74,141,65,96,36,6,Malfunction,Blood_Pressure_Systolic
62,106,71,95,37,1,Not malfunction,parameters are working correctly
61,107,70,97,36,1,Not malfunction,parameters are working correctly
107,105,67,96,38,10,Malfunction,Temperature
78,138,73,97,36,6,Malfunction,Blood_Pressure_Systolic
82,117,80,95,37,3,Not malfunction,parameters are working correctly
75,112,76,96,36,4,Not malfunction,parameters are working correctly
93,135,65,98,36,7,Malfunction,Blood_Pressure_Systolic
80,116,93,97,36,7,Malfunction,Blood_Pressure_Diastolic
67,135,73,96,36,7,Malfunction,Blood_Pressure_Systolic
72,99,75,87,36,8,Malfunction,Oxygen_Saturation
96,95,63,97,36,2,Not malfunction,parameters are working correctly
94,101,77,98,36,2,Not malfunction,parameters are working correctly
70,92,75,97,37,5,Not malfunction,parameters are working correctly
82,90,79,97,37,1,Not malfunction,parameters are working correctly
78,113,68,90,36,7,Malfunction,Oxygen_Saturation
79,95,70,99,39,10,Malfunction,Temperature
111,106,64,98,36,10,Malfunction,Heart_Rate
100,118,61,98,37,1,Not malfunction,parameters are working correctly
87,147,70,97,36,6,Malfunction,Blood_Pressure_Systolic
84,97,71,95,37,3,Not malfunction,parameters are working correctly
100,115,71,95,36,5,Not malfunction,parameters are working correctly
75,96,94,100,36,10,Malfunction,Blood_Pressure_Diastolic
64,108,77,100,37,5,Not malfunction,parameters are working correctly
93,95,68,98,36,3,Not malfunction,parameters are working correctly
116,106,63,98,36,7,Malfunction,Heart_Rate
74,95,85,97,35,6,Malfunction,Blood_Pressure_Diastolic
70,107,68,98,38,7,Malfunction,Temperature
80,99,76,99,37,4,Not malfunction,parameters are working correctly
90,98,63,95,36,1,Not malfunction,parameters are working correctly
89,100,76,88,36,7,Malfunction,Oxygen_Saturation
67,89,72,85,36,7,Malfunction,Oxygen_Saturation
86,103,85,98,36,8,Malfunction,Blood_Pressure_Diastolic
90,96,61,97,37,3,Not malfunction,parameters are working correctly
79,110,70,100,37,3,Not malfunction,parameters are working correctly
93,103,68,86,36,6,Malfunction,Oxygen_Saturation
75,119,69,98,37,3,Not malfunction,parameters are working correctly
65,113,61,96,36,4,Not malfunction,parameters are working correctly
80,113,88,98,36,10,Malfunction,Blood_Pressure_Diastolic
63,111,76,95,37,4,Not malfunction,parameters are working correctly
84,103,64,88,36,9,Malfunction,Oxygen_Saturation
79,115,67,96,38,6,Malfunction,Temperature
80,107,74,97,38,10,Malfunction,Temperature
72,104,62,90,36,10,Malfunction,Oxygen_Saturation
87,106,88,98,36,6,Malfunction,Blood_Pressure_Diastolic
89,98,71,97,38,6,Malfunction,Temperature
66,92,70,98,37,2,Not malfunction,parameters are working correctly
126,113,62,97,36,10,Malfunction,Heart_Rate
